Atharva Mandar Phatak ,BE21B009,Discord ID: atharvamandarphatak
27971,0.08,0.65
27972,0.14,0.53
27973,0.46,0.7
27974,0.37,0.48
27975,0.08,0.12
27976,0.17,0.25
27977,0.1,0.22
27978,0.08,0.4
27979,0.33,0.67
27980,0.02,0.12
27981,0.04,0.38
27982,0.05,0.78
27983,0.46,0.81
27984,0.11,0.4
27985,0.08,0.85
27986,0.72,0.58
27987,0.26,0.55
27988,0.01,0.66
27989,0.09,0.51
27990,0.1,0.42
27991,0.25,0.42
27992,0.04,0.13
27993,0.05,0.16
27994,0.36,0.81
27995,0.08,0.63
27996,0.07,0.08
27997,0.2,0.25
27998,0.11,0.57
27999,0.45,0.84
28000,0.05,0.2
28001,0.03,0.07
28002,0.06,0.03
28003,0.03,0.56
28004,0.17,0.45
28005,0.32,0.51
28006,0.14,0.3
28007,0.18,0.45
28008,0.08,0.73
28009,0.08,0.41
28010,0.02,0.16
28011,0.04,0.57
28012,0.77,0.69
28013,0.45,0.73
28014,0,0.13
28015,0.38,0.68
28016,0.43,0.84
28017,0.05,0.46
28018,0.03,0.6
28019,0.09,0.14
28020,0.09,0.16
28021,0.45,0.57
28022,0.37,0.49
28023,0.44,0.54
28024,0.08,0.37
28025,0.69,0.72
28026,0.06,0.22
28027,0.39,0.78
28028,0.35,0.84
28029,0.5,0.7
28030,0.81,0.93
28031,0.02,0.23
28032,0.06,0.51
28033,0.26,0.19
28034,0.72,0.8
28035,0.19,0.21
28036,0.02,0.32
28037,0.15,0.48
28038,0.06,0.12
28039,0.1,0.35
28040,0.41,0.84
28041,0.12,0.87
28042,0.1,0.24
28043,0.65,0.73
28044,0.21,0.44
28045,0.36,0.57
28046,0.05,0.59
28047,0.17,0.77
28048,0.07,0.18
28049,0.02,0.71
28050,0.07,0.29
28051,0.04,0.63
28052,0.2,0.62
28053,0.03,0.2
28054,0.29,0.26
28055,0.3,0.32
28056,0.63,0.94
28057,0.13,0.69
28058,0.06,0.35
28059,0.05,0.39
28060,0.13,0.33
28061,0.13,0.36
28062,0.26,0.47
28063,0.15,0.26
28064,0.05,0.54
28065,0.09,0.2
28066,0.08,0.55
28067,0.09,0.84
28068,0.33,0.24
28069,0.14,0.53
28070,0.09,0.57
28071,0.15,0.47
28072,0.11,0.38
28073,0.06,0.1
28074,0.49,0.49
28075,0.18,0.15
28076,0.07,0.65
28077,0.32,0.2
28078,0.28,0.7
28079,0.44,0.87
28080,0.09,0.24
28081,0.16,0.72
28082,0.2,0.57
28083,0.02,0.11
28084,0.03,0.12
28085,0.63,0.43
28086,0.17,0.64
28087,0.15,0.82
28088,0.3,0.59
28089,0.05,0.24
28090,0.08,0.37
28091,0.11,0.29
28092,0.09,0.11
28093,0.03,0.56
28094,0.03,0.45
28095,0.84,0.82
28096,0.42,0.59
28097,0.1,0.15
28098,0.05,0.37
28099,0.1,0.23
28100,0.06,0.36
28101,0.32,0.75
28102,0.2,0.29
28103,0.06,0.8
28104,0.37,0.82
28105,0.03,0.13
28106,0.21,0.34
28107,0.09,0.23
28108,0.46,0.57
28109,0.13,0.24
28110,0.29,0.82
28111,0.26,0.48
28112,0.35,0.5
28113,0.1,0.77
28114,0.01,0.17
28115,0.2,0.38
28116,0.03,0.34
28117,0.09,0.21
28118,0.27,0.37
28119,0.49,0.73
28120,0.35,0.72
28121,0.51,0.7
28122,0.09,0.1
28123,0.12,0.2
28124,0.09,0.39
28125,0.16,0.46
28126,0.29,0.53
28127,0.09,0.23
28128,0.08,0.03
28129,0.24,0.81
28130,0.16,0.17
28131,0.33,0.24
28132,0.43,0.92
28133,0.28,0.97
28134,0.21,0.29
28135,0.18,0.66
28136,0.12,0.59
28137,0.05,0.2
28138,0.28,0.73
28139,0.32,0.76
28140,0.42,0.87
28141,0.01,0.01
28142,0.08,0.16
28143,0.36,0.46
28144,0.23,0.68
28145,0.27,0.42
28146,0.07,0.21
28147,0.11,0.47
28148,0.43,0.53
28149,0.03,0.11
28150,0.13,0.65
28151,0.01,0.55
28152,0.3,0.39
28153,0.04,0.16
28154,0.05,0.06
28155,0.03,0.78
28156,0.1,0.5
28157,0.26,0.31
28158,0.66,0.84
28159,0.49,0.86
28160,0.06,0.21
28161,0.09,0.58
28162,0.39,0.75
28163,0.26,0.36
28164,0.64,0.8
28165,0.17,0.32
28166,0.73,0.96
28167,0.07,0.3
28168,0.25,0.81
28169,0.05,0.31
28170,0.09,0.4
28171,0.11,0.36
28172,0.09,0.58
28173,0.04,0.12
28174,0.08,0.2
28175,0.24,0.65
28176,0.08,0.12
28177,0.29,0.27
28178,0.05,0.56
28179,0.07,0.3
28180,0.12,0.3
28181,0.05,0.35
28182,0.16,0.46
28183,0.1,0.21
28184,0.1,0.12
28185,0.19,0.29
28186,0.19,0.55
28187,0.27,0.5
28188,0.13,0.2
28189,0.07,0.17
28190,0.19,0.37
28191,0.01,0.03
28192,0.02,0.21
28193,0.03,0.86
28194,0.03,0.33
28195,0.41,0.88
28196,0.55,0.83
28197,0.09,0.51
28198,0.5,0.86
28199,0.08,0.46
28200,0.08,0.38
28201,0.16,0.25
28202,0.14,0.57
28203,0.32,0.82
28204,0.08,0.06
28205,0.55,0.47
28206,0.1,0.33
28207,0.71,0.72
28208,0.11,0.3
28209,0.18,0.47
28210,0.02,0.04
28211,0.65,0.68
28212,0.64,0.69
28213,0.69,0.75
28214,0.04,0.24
28215,0.35,0.56
28216,0.26,0.31
28217,0,0.06
28218,0.78,0.76
28219,0.18,0.19
28220,0.12,0.27
28221,0.25,0.22
28222,0.36,0.83
28223,0.37,0.76
28224,0.13,0.3
28225,0.27,0.64
28226,0.03,0.14
28227,0.23,0.9
28228,0.02,0.45
28229,0.57,0.78
28230,0.01,0.07
28231,0.45,0.86
28232,0.45,0.55
28233,0.22,0.39
28234,0.45,0.85
28235,0.08,0.4
28236,0.03,0.05
28237,0.16,0.23
28238,0.35,0.72
28239,0.12,0.45
28240,0.48,0.43
28241,0,0.14
28242,0.42,0.75
28243,0.04,0.25
28244,0.12,0.7
28245,0.24,0.51
28246,0.02,0.1
28247,0.26,0.3
28248,0.07,0.32
28249,0.07,0.27
28250,0.38,0.81
28251,0.31,0.76
28252,0.07,0.28
28253,0.32,0.7
28254,0.33,0.25
28255,0.2,0.5
28256,0.69,0.62
28257,0.03,0.08
28258,0.08,0.16
28259,0.25,0.78
28260,0.17,0.43
28261,0.52,0.73
28262,0.13,0.2
28263,0.15,0.07
28264,0.39,0.76
28265,0.16,0.62
28266,0.01,0.08
28267,0.18,0.43
28268,0.03,0.13
28269,0.03,0.21
28270,0.25,0.87
28271,0.49,0.48
28272,0.16,0.66
28273,0.12,0.4
28274,0.48,0.73
28275,0.08,0.38
28276,0.23,0.46
28277,0.02,0.09
28278,0.19,0.61
28279,0.67,0.83
28280,0.03,0.19
28281,0.04,0.06
28282,0.11,0.1
28283,0.13,0.29
28284,0.72,0.6
28285,0.28,0.51
28286,0.09,0.45
28287,0.05,0.23
28288,0.1,0.31
28289,0.06,0.12
28290,0.09,0.14
28291,0.76,0.95
28292,0.23,0.53
28293,0.02,0.16
28294,0.39,0.69
28295,0.12,0.58
28296,0.31,0.37
28297,0.03,0.16
28298,0.08,0.75
28299,0.19,0.21
28300,0.21,0.37
28301,0.13,0.18
28302,0.17,0.36
28303,0.93,0.96
28304,0.06,0.57
28305,0.09,0.18
28306,0.04,0.09
28307,0.05,0.74
28308,0.34,0.91
28309,0.04,0.08
28310,0.16,0.43
28311,0.15,0.71
28312,0.1,0.61
28313,0.07,0.22
28314,0.05,0.52
28315,0.8,0.97
28316,0.02,0.26
28317,0.09,0.12
28318,0,0.07
28319,0.14,0.3
28320,0.63,0.73
28321,0.25,0.83
28322,0.24,0.51
28323,0.14,0.7
28324,0.08,0.85
28325,0.05,0.84
28326,0.4,0.67
28327,0.84,0.87
28328,0.28,0.41
28329,0.12,0.53
28330,0.36,0.48
28331,0.04,0.05
28332,0.05,0.07
28333,0.12,0.3
28334,0.08,0.19
28335,0.02,0.22
28336,0.22,0.48
28337,0.17,0.23
28338,0.08,0.25
28339,0.56,0.89
28340,0.43,0.33
28341,0.4,0.84
28342,0.3,0.3
28343,0.62,0.76
28344,0.16,0.6
28345,0.15,0.35
28346,0.14,0.66
28347,0.4,0.54
28348,0.19,0.59
28349,0.08,0.14
28350,0.66,0.88
28351,0.14,0.6
28352,0.1,0.68
28353,0.54,0.61
28354,0.07,0.11
28355,0.21,0.56
28356,0.16,0.57
28357,0.05,0.13
28358,0.33,0.45
28359,0.12,0.9
28360,0.18,0.66
28361,0.01,0.35
28362,0.31,0.93
28363,0.76,0.9
28364,0.76,0.94
28365,0.05,0.08
28366,0.07,0.31
28367,0.09,0.35
28368,0.52,0.71
28369,0.06,0.02
28370,0.44,0.63
28371,0.28,0.25
28372,0.15,0.26
28373,0.15,0.22
28374,0.06,0.18
28375,0.24,0.42
28376,0.12,0.34
28377,0.05,0.25
28378,0,0.04
28379,0.09,0.36
28380,0.09,0.34
28381,0.67,0.96
28382,0.18,0.27
28383,0,0.13
28384,0.07,0.19
28385,0.51,0.82
28386,0.18,0.52
28387,0.34,0.82
28388,0.59,0.74
28389,0.13,0.14
28390,0.46,0.85
28391,0.13,0.18
28392,0.19,0.64
28393,0.1,0.82
28394,0.06,0.39
28395,0.1,0.76
28396,0.05,0.23
28397,0.27,0.39
28398,0.15,0.15
28399,0.86,0.94
28400,0.08,0.64
28401,0.15,0.21
28402,0.37,0.44
28403,0.4,0.67
28404,0.12,0.65
28405,0.06,0.16
28406,0.14,0.07
28407,0.48,0.56
28408,0.15,0.9
28409,0.04,0.1
28410,0.75,0.77
28411,0.48,0.38
28412,0.67,0.78
28413,0.23,0.23
28414,0.86,0.96
28415,0,0.11
28416,0.05,0.23
28417,0.09,0.09
28418,0.51,0.53
28419,0.67,0.82
28420,0.6,0.83
28421,0.08,0.37
28422,0.06,0.19
28423,0.04,0.08
28424,0.22,0.33
28425,0.08,0.19
28426,0.08,0.44
28427,0.29,0.35
28428,0.07,0.77
28429,0.05,0.2
28430,0.65,0.75
28431,0.78,0.88
28432,0.01,0.27
28433,0.21,0.3
28434,0.06,0.58
28435,0.26,0.64
28436,0.07,0.17
28437,0.07,0.39
28438,0.03,0.15
28439,0.11,0.25
28440,0.08,0.8
28441,0.76,0.88
28442,0.04,0.81
28443,0.69,0.86
28444,0.41,0.43
28445,0.14,0.23
28446,0.17,0.3
28447,0.13,0.6
28448,0.47,0.46
28449,0.17,0.47
28450,0.12,0.61
28451,0.03,0.23
28452,0.02,0.08
28453,0.05,0.37
28454,0.05,0.24
28455,0.8,0.82
28456,0.18,0.35
28457,0.35,0.49
28458,0.08,0.44
28459,0.02,0.07
28460,0,0.12
28461,0.27,0.37
28462,0.04,0.4
28463,0.35,0.27
28464,0.15,0.53
28465,0.54,0.56
28466,0.22,0.17
28467,0.22,0.69
28468,0.18,0.23
28469,0.22,0.23
28470,0.16,0.28
28471,0.14,0.75
28472,0.04,0.55
28473,0.04,0.19
28474,0.11,0.42
28475,0.29,0.65
28476,0.03,0.08
28477,0.04,0.06
28478,0.15,0.52
28479,0.32,0.52
28480,0.03,0.28
28481,0.11,0.55
28482,0.17,0.79
28483,0.15,0.37
28484,0.15,0.6
28485,0.05,0.07
28486,0.07,0.08
28487,0,0.12
28488,0.08,0.78
28489,0.37,0.46
28490,0,0.52
28491,0.23,0.56
28492,0.18,0.54
28493,0.05,0.13
28494,0.45,0.55
28495,0.07,0.16
28496,0.18,0.84
28497,0.09,0.21
28498,0.08,0.46
28499,0.21,0.77
28500,0.22,0.27
28501,0.12,0.5
28502,0.04,0.36
28503,0.25,0.38
28504,0.03,0.11
28505,0.04,0.07
28506,0.45,0.68
28507,0.08,0.1
28508,0.74,0.8
28509,0.12,0.53
28510,0.37,0.54
28511,0.08,0.71
28512,0.05,0.26
28513,0.32,0.44
28514,0.08,0.37
28515,0.16,0.29
28516,0.2,0.27
28517,0.04,0.08
28518,0.31,0.63
28519,0.04,0.24
28520,0.08,0.16
28521,0.21,0.67
28522,0.25,0.65
28523,0.13,0.42
28524,0.25,0.3
28525,0.27,0.4
28526,0.14,0.13
28527,0.1,0.25
28528,0.55,0.61
28529,0.04,0.14
28530,0.28,0.86
28531,0.08,0.2
28532,0.15,0.19
28533,0.14,0.21
28534,0.02,0.12
28535,0.01,0.04
28536,0.06,0.6
28537,0.14,0.61
28538,0.65,0.84
28539,0.03,0.15
28540,0.08,0.97
28541,0.26,0.62
28542,0.05,0.09
28543,0.09,0.3
28544,0.35,0.57
28545,0.13,0.71
28546,0.36,0.29
28547,0.22,0.6
28548,0.04,0.19
28549,0,0.22
28550,0.12,0.37
28551,0.38,0.83
28552,0.29,0.48
28553,0.1,0.19
28554,0.07,0.46
28555,0.17,0.45
28556,0.06,0.11
28557,0.43,0.87
28558,0.03,0.44
28559,0.06,0.15
28560,0.18,0.64
28561,0.31,0.82
28562,0.1,0.19
28563,0.03,0.13
28564,0.02,0.12
28565,0.24,0.55
28566,0.09,0.44
28567,0.11,0.21
28568,0.06,0.43
28569,0.37,0.58
28570,0.03,0.28
28571,0.04,0.32
28572,0.05,0.17
28573,0.69,0.96
28574,0.35,0.45
28575,0.23,0.67
28576,0.35,0.16
28577,0.19,0.84
28578,0.02,0.08
28579,0.22,0.62
28580,0.3,0.57
28581,0.15,0.57
28582,0.29,0.5
28583,0.05,0.64
28584,0.23,0.74
28585,0.19,0.26
28586,0.11,0.26
28587,0.3,0.74
28588,0.2,0.49
28589,0.92,0.89
28590,0.06,0.2
28591,0.79,0.92
28592,0.79,0.93
28593,0.34,0.67
28594,0.06,0.22
28595,0.15,0.67
28596,0.03,0.18
28597,0.14,0.66
28598,0.12,0.27
28599,0.12,0.25
28600,0.05,0.28
28601,0.36,0.68
28602,0.27,0.49
28603,0.29,0.31
28604,0.31,0.32
28605,0.03,0.11
28606,0.03,0.27
28607,0.11,0.21
28608,0.12,0.36
28609,0.35,0.62
28610,0.39,0.33
28611,0.19,0.2
28612,0.15,0.85
28613,0.14,0.27
28614,0.02,0.13
28615,0.04,0.15
28616,0.05,0.16
28617,0.07,0.12
28618,0.1,0.07
28619,0.29,0.43
28620,0.38,0.61
28621,0.03,0.88
28622,0.62,0.68
28623,0.13,0.36
28624,0.01,0.23
28625,0.15,0.29
28626,0.11,0.67
28627,0.22,0.82
28628,0.12,0.54
28629,0.02,0.08
28630,0.44,0.83
28631,0.21,0.46
28632,0.13,0.36
28633,0.48,0.52
28634,0.44,0.49
28635,0.4,0.75
28636,0.08,0.48
28637,0.36,0.65
28638,0.23,0.27
28639,0.08,0.75
28640,0.15,0.58
28641,0.04,0.48
28642,0.13,0.43
28643,0.09,0.36
28644,0.26,0.33
28645,0.08,0.45
28646,0.28,0.36
28647,0.06,0.25
28648,0.04,0.31
28649,0.3,0.42
28650,0.27,0.29
28651,0.67,0.81
28652,0.03,0.09
28653,0.06,0.81
28654,0.21,0.81
28655,0.2,0.69
28656,0.37,0.75
28657,0.12,0.26
28658,0.85,0.89
28659,0.03,0.07
28660,0.65,0.34
28661,0.41,0.6
28662,0.04,0.16
28663,0.09,0.25
28664,0.17,0.71
28665,0.41,0.47
28666,0.07,0.1
28667,0.28,0.53
28668,0.14,0.3
28669,0.48,0.88
28670,0.07,0.18
28671,0.07,0.23
28672,0.07,0.6
28673,0.29,0.71
28674,0.15,0.31
28675,0.49,0.86
28676,0.11,0.4
28677,0.07,0.86
28678,0.06,0.21
28679,0.5,0.54
28680,0.05,0.28
28681,0.38,0.72
28682,0.77,0.89
28683,0.11,0.33
28684,0.02,0.11
28685,0.01,0.23
28686,0.33,0.82
28687,0.01,0.09
28688,0.25,0.68
28689,0.69,0.85
28690,0.18,0.45
28691,0.39,0.58
28692,0.17,0.82
28693,0.08,0.8
28694,0.33,0.66
28695,0.06,0.48
28696,0.08,0.29
28697,0.1,0.44
28698,0.79,0.81
28699,0.05,0.13
28700,0.11,0.77
28701,0.06,0.23
28702,0.03,0.37
28703,0.07,0.48
28704,0.44,0.74
28705,0.35,0.78
28706,0.12,0.25
28707,0.08,0.28
28708,0.33,0.27
28709,0.03,0.14
28710,0.82,0.92
28711,0.61,0.88
28712,0.23,0.28
28713,0.32,0.42
28714,0.49,0.44
28715,0.68,0.84
28716,0.1,0.11
28717,0.08,0.69
28718,0.04,0.49
28719,0.06,0.12
28720,0.1,0.12
28721,0.01,0.38
28722,0.15,0.26
28723,0.17,0.69
28724,0.12,0.61
28725,0.24,0.78
28726,0.23,0.5
28727,0.12,0.32
28728,0.34,0.28
28729,0.1,0.74
28730,0.39,0.62
28731,0.11,0.38
28732,0.13,0.12
28733,0.07,0.31
28734,0.07,0.32
28735,0.04,0.34
28736,0.13,0.25
28737,0.29,0.69
28738,0.12,0.93
28739,0.27,0.63
28740,0.52,0.79
28741,0.02,0.4
28742,0.2,0.15
28743,0.03,0.26
28744,0.1,0.8
28745,0.1,0.87
28746,0.32,0.24
28747,0.11,0.75
28748,0.76,0.85
28749,0.15,0.36
28750,0.25,0.33
28751,0.29,0.65
28752,0.23,0.3
28753,0.22,0.22
28754,0.62,0.7
28755,0.35,0.67
28756,0.04,0.18
28757,0.12,0.43
28758,0.09,0.09
28759,0.03,0.48
28760,0.02,0.18
28761,0.27,0.66
28762,0.43,0.83
28763,0.1,0.52
28764,0.49,0.63
28765,0.09,0.62
28766,0.22,0.68
28767,0.12,0.43
28768,0.06,0.07
28769,0.2,0.54
28770,0.34,0.59
28771,0.49,0.67
28772,0.06,0.56
28773,0.07,0.31
28774,0.82,0.96
28775,0.05,0.4
28776,0.07,0.45
28777,0.08,0.3
28778,0.38,0.42
28779,0.49,0.83
28780,0.05,0.07
28781,0.46,0.79
28782,0.18,0.92
28783,0.18,0.27
28784,0.06,0.41
28785,0.06,0.41
28786,0.11,0.11
28787,0.08,0.26
28788,0.01,0.15
28789,0.32,0.66
28790,0.58,0.78
28791,0.68,0.94
28792,0.62,0.79
28793,0.65,0.92
28794,0.06,0.12
28795,0.29,0.25
28796,0,0.07
28797,0.66,0.87
28798,0.17,0.91
28799,0.12,0.32
28800,0.15,0.22
28801,0.11,0.13
28802,0.21,0.22
28803,0.02,0.69
28804,0.06,0.9
28805,0.03,0.1
28806,0.49,0.75
28807,0.05,0.2
28808,0.02,0.27
28809,0.08,0.61
28810,0.16,0.16
28811,0.04,0.79
28812,0.07,0.12
28813,0.09,0.4
28814,0.26,0.43
28815,0.06,0.22
28816,0.05,0.4
28817,0.03,0.4
28818,0.04,0.35
28819,0.1,0.57
28820,0.07,0.17
28821,0,0.07
28822,0.02,0.15
28823,0.18,0.74
28824,0.66,0.83
28825,0.15,0.44
28826,0.15,0.41
28827,0.42,0.77
28828,0.05,0.25
28829,0.29,0.22
28830,0.16,0.58
28831,0.01,0.15
28832,0.16,0.4
28833,0.21,0.43
28834,0.29,0.66
28835,0.26,0.47
28836,0.12,0.55
28837,0.54,0.66
28838,0.22,0.64
28839,0.71,0.85
28840,0.09,0.43
28841,0.07,0.22
28842,0.51,0.31
28843,0.15,0.71
28844,0,0.23
28845,0.06,0.16
28846,0.54,0.85
28847,0.1,0.21
28848,0.31,0.52
28849,0.27,0.34
28850,0.08,0.35
28851,0.13,0.19
28852,0.24,0.78
28853,0.05,0.12
28854,0.14,0.89
28855,0.1,0.16
28856,0.07,0.43
28857,0.07,0.38
28858,0.15,0.74
28859,0.05,0.15
28860,0.23,0.53
28861,0.61,0.71
28862,0.3,0.43
28863,0.2,0.87
28864,0.53,0.6
28865,0.06,0.86
28866,0.4,0.29
28867,0.13,0.25
28868,0.06,0.09
28869,0.13,0.31
28870,0.2,0.21
28871,0.08,0.14
28872,0.12,0.65
28873,0.05,0.09
28874,0.16,0.68
28875,0.32,0.75
28876,0.28,0.68
28877,0.06,0.11
28878,0.01,0.08
28879,0.17,0.55
28880,0.41,0.71
28881,0.13,0.19
28882,0.56,0.86
28883,0.6,0.63
28884,0.27,0.31
28885,0.21,0.47
28886,0.11,0.24
28887,0.09,0.1
28888,0.04,0.25
28889,0.07,0.16
28890,0.14,0.68
28891,0.06,0.1
28892,0.03,0.11
28893,0.12,0.57
28894,0.04,0.1
28895,0.13,0.27
28896,0.2,0.39
28897,0.4,0.83
28898,0.01,0.31
28899,0.16,0.48
28900,0.24,0.4
28901,0.12,0.89
28902,0.35,0.35
28903,0.17,0.12
28904,0.18,0.81
28905,0.24,0.71
28906,0.1,0.8
28907,0.03,0.05
28908,0.73,0.81
28909,0.46,0.65
28910,0.2,0.5
28911,0.22,0.5
28912,0.06,0.9
28913,0.18,0.36
28914,0.12,0.83
28915,0.26,0.2
28916,0.26,0.56
28917,0.14,0.66
28918,0.5,0.81
28919,0.28,0.8
28920,0.56,0.49
28921,0.14,0.63
28922,0.19,0.29
28923,0.69,0.85
28924,0.06,0.69
28925,0.42,0.65
28926,0.15,0.38
28927,0.07,0.2
28928,0.31,0.62
28929,0.01,0.13
28930,0.15,0.17
28931,0.34,0.66
28932,0.57,0.37
28933,0.03,0.05
28934,0.31,0.43
28935,0.3,0.58
28936,0.06,0.22
28937,0.29,0.58
28938,0.01,0.24
28939,0.14,0.59
28940,0.35,0.58
28941,0.41,0.71
28942,0.03,0.17
28943,0.2,0.52
28944,0.14,0.24
28945,0.14,0.28
28946,0.17,0.32
28947,0.1,0.13
28948,0.17,0.47
28949,0.09,0.49
28950,0.11,0.97
28951,0.07,0.15
28952,0.08,0.5
28953,0.06,0.77
28954,0.1,0.23
28955,0.07,0.85
28956,0.09,0.41
28957,0.07,0.3
28958,0.13,0.21
28959,0.37,0.56
28960,0.23,0.58
28961,0.2,0.25
28962,0.3,0.27
28963,0.14,0.47
28964,0.08,0.49
28965,0.44,0.19
28966,0.13,0.17
28967,0.44,0.94
28968,0.1,0.84
28969,0.14,0.28
28970,0.19,0.15
28971,0.12,0.71
28972,0.16,0.92
28973,0.07,0.37
28974,0.05,0.17
28975,0.06,0.31
28976,0.11,0.64
28977,0.23,0.25
28978,0.06,0.37
28979,0.21,0.74
28980,0.12,0.13
28981,0.44,0.73
28982,0.06,0.25
28983,0.02,0.02
28984,0.36,0.68
28985,0.18,0.44
28986,0.43,0.54
28987,0.07,0.17
28988,0.32,0.48
28989,0.31,0.86
28990,0.14,0.36
28991,0.41,0.54
28992,0.13,0.18
28993,0.12,0.18
28994,0.26,0.34
28995,0.11,0.61
28996,0.3,0.59
28997,0.22,0.2
28998,0.36,0.72
28999,0.08,0.42
29000,0.88,0.92
29001,0.09,0.21
29002,0.2,0.41
29003,0.46,0.71
29004,0.76,0.82
29005,0.05,0.62
29006,0.19,0.1
29007,0.22,0.66
29008,0.21,0.6
29009,0.08,0.51
29010,0.09,0.25
29011,0.1,0.34
29012,0.38,0.48
29013,0.01,0.2
29014,0.34,0.47
29015,0.09,0.11
29016,0.18,0.66
29017,0.19,0.78
29018,0.02,0.14
29019,0.04,0.58
29020,0.44,0.7
29021,0.33,0.51
29022,0.26,0.39
29023,0.57,0.77
29024,0.27,0.47
29025,0.08,0.14
29026,0.44,0.46
29027,0.72,0.76
29028,0.2,0.21
29029,0.02,0.34
29030,0.06,0.24
29031,0.12,0.17
29032,0.34,0.71
29033,0.04,0.34
29034,0.54,0.57
29035,0.04,0.26
29036,0.1,0.27
29037,0.04,0.89
29038,0.04,0.27
29039,0.35,0.46
29040,0.02,0.24
29041,0.21,0.64
29042,0.29,0.23
29043,0.03,0.2
29044,0.78,0.86
29045,0.36,0.37
29046,0.06,0.17
29047,0.3,0.32
29048,0.67,0.83
29049,0.52,0.89
29050,0.03,0.79
29051,0.51,0.74
29052,0.03,0.17
29053,0.18,0.66
29054,0.06,0.11
29055,0.14,0.75
29056,0.05,0.75
29057,0.3,0.8
29058,0.02,0.03
29059,0.04,0.21
29060,0.17,0.68
29061,0.04,0.54
29062,0.11,0.45
29063,0.84,0.83
29064,0.84,0.94
29065,0.17,0.31
29066,0.16,0.61
29067,0.52,0.84
29068,0.06,0.2
29069,0.08,0.81
29070,0.11,0.54
29071,0.32,0.47
29072,0.11,0.66
29073,0.1,0.2
29074,0.75,0.92
29075,0.05,0.59
29076,0.7,0.74
29077,0.07,0.85
29078,0.16,0.54
29079,0.56,0.54
29080,0.05,0.3
29081,0.06,0.75
29082,0.06,0.1
29083,0.03,0.17
29084,0.54,0.75
29085,0.12,0.75
29086,0.76,0.79
29087,0.24,0.26
29088,0.19,0.57
29089,0,0.09
29090,0.1,0.67
29091,0.46,0.86
29092,0.43,0.54
29093,0.72,0.83
29094,0.04,0.06
29095,0.05,0.36
29096,0.43,0.71
29097,0.08,0.09
29098,0.53,0.69
29099,0.63,0.71
29100,0.67,0.72
29101,0.25,0.62
29102,0.38,0.84
29103,0.41,0.65
29104,0.06,0.66
29105,0.77,0.79
29106,0.15,0.65
29107,0.09,0.23
29108,0.62,0.72
29109,0.23,0.49
29110,0.17,0.3
29111,0.74,0.9
29112,0.43,0.74
29113,0.07,0.19
29114,0.17,0.27
29115,0.08,0.3
29116,0.21,0.3
29117,0.23,0.56
29118,0.45,0.72
29119,0.71,0.93
29120,0.09,0.19
29121,0.05,0.11
29122,0.39,0.9
29123,0.22,0.39
29124,0.18,0.09
29125,0.05,0.47
29126,0.44,0.39
29127,0.48,0.79
29128,0.18,0.56
29129,0.04,0.08
29130,0.12,0.58
29131,0.01,0.06
29132,0.4,0.47
29133,0.21,0.45
29134,0.1,0.32
29135,0.28,0.86
29136,0.16,0.26
29137,0.24,0.44
29138,0.01,0.09
29139,0.02,0.28
29140,0.19,0.21
29141,0.25,0.29
29142,0.5,0.72
29143,0.14,0.36
29144,0.83,0.96
29145,0.53,0.54
29146,0.13,0.26
29147,0.06,0.65
29148,0.3,0.79
29149,0.07,0.67
29150,0.05,0.27
29151,0.24,0.3
29152,0.38,0.61
29153,0.09,0.14
29154,0.05,0.33
29155,0.11,0.77
29156,0.08,0.24
29157,0.03,0.1
29158,0.12,0.77
29159,0.37,0.65
29160,0.05,0.14
29161,0.6,0.69
29162,0.17,0.18
29163,0.03,0.11
29164,0.04,0.11
29165,0.64,0.93
29166,0.15,0.24
29167,0.22,0.14
29168,0.24,0.59
29169,0.55,0.76
29170,0.13,0.56
29171,0.29,0.68
29172,0.01,0.45
29173,0.08,0.32
29174,0.4,0.2
29175,0.6,0.65
29176,0.41,0.52
29177,0.27,0.45
29178,0.24,0.37
29179,0.19,0.49
29180,0.11,0.72
29181,0.1,0.43
29182,0.03,0.07
29183,0.39,0.39
29184,0.04,0.16
29185,0.49,0.4
29186,0.14,0.28
29187,0.08,0.24
29188,0.05,0.45
29189,0.02,0.09
29190,0.06,0.42
29191,0.15,0.24
29192,0.06,0.36
29193,0.1,0.24
29194,0.1,0.16
29195,0.32,0.74
29196,0.24,0.18
29197,0.07,0.17
29198,0.19,0.26
29199,0.07,0.33
29200,0.56,0.47
29201,0.12,0.16
29202,0.42,0.53
29203,0.08,0.62
29204,0.08,0.73
29205,0.11,0.85
29206,0.22,0.78
29207,0.2,0.47
29208,0.24,0.91
29209,0.09,0.09
29210,0.08,0.13
29211,0.32,0.45
29212,0.05,0.03
29213,0.01,0.16
29214,0.08,0.72
29215,0.06,0.16
29216,0.72,0.9
29217,0.31,0.25
29218,0.36,0.69
29219,0.06,0.08
29220,0.01,0.56
29221,0.49,0.68
29222,0.05,0.1
29223,0.03,0.07
29224,0.45,0.49
29225,0.02,0.77
29226,0.12,0.27
29227,0.14,0.39
29228,0.73,0.81
29229,0.13,0.34
29230,0.48,0.44
29231,0.05,0.29
29232,0.22,0.26
29233,0,0.32
29234,0,0.09
29235,0.44,0.6
29236,0.4,0.6
29237,0.11,0.39
29238,0.65,0.83
29239,0.08,0.22
29240,0.14,0.62
29241,0.01,0.16
29242,0.07,0.72
